job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,min_salary,max_salary,avg_salary,city,state
1805,Berry LLC,Automotive,ai product manager,"MLflow, Excel, Scikit-learn, Reinforcement Learning, Python",Mid,Remote,"Mahoneyshire, CO",104125-191894,2024-07-17,Startup,PyTorch,104125.0,191894.0,148009.5,Mahoneyshire,CO
1806,"Walker, Brown and Monroe",E-commerce,data scientist,"GCP, AWS, Pandas, Flask, Python",Senior,Contract,"Jadefort, BY",69252-109380,2023-11-28,Mid,"FastAPI, KDB+, MLflow",69252.0,109380.0,89316.0,Jadefort,BY
1807,Armstrong-Clark,Education,quant researcher,"NumPy, C++, SQL",Entry,Full-time,"Reidfurt, MM",111030-208765,2024-05-21,Mid,BigQuery,111030.0,208765.0,159897.5,Reidfurt,MM
1808,Hall-Gill,Education,ai product manager,"NumPy, C++, MLflow",Senior,Remote,"Scottberg, KG",41699-59726,2025-01-12,Startup,PyTorch,41699.0,59726.0,50712.5,Scottberg,KG
1809,"Riley, Rasmussen and Baker",E-commerce,data scientist,"Python, Excel, Hugging Face, CUDA, Flask",Entry,Contract,"Atkinsstad, AF",106640-124170,2024-08-14,Large,MLflow,106640.0,124170.0,115405.0,Atkinsstad,AF
1810,Martinez and Sons,Automotive,computer vision engineer,"Scikit-learn, C++, Power BI",Entry,Contract,"Kennethshire, HR",100995-196234,2025-06-02,Large,MLflow,100995.0,196234.0,148614.5,Kennethshire,HR
1811,Hernandez Inc,Retail,data analyst,"Excel, Flask, C++, Scikit-learn",Mid,Remote,"Rileyside, IS",45889-122997,2024-03-20,Startup,LangChain,45889.0,122997.0,84443.0,Rileyside,IS
1812,Moore-Ramirez,Finance,data analyst,"NumPy, MLflow, PyTorch, Power BI, Scikit-learn, C++",Entry,Remote,"Kimberlyfort, DO",143526-170125,2024-03-29,Large,"MLflow, LangChain",143526.0,170125.0,156825.5,Kimberlyfort,DO
1813,Duran-Rangel,Retail,nlp engineer,"Reinforcement Learning, MLflow, SQL, NumPy",Mid,Full-time,"North Lindsey, CA",50742-114775,2025-05-07,Large,TensorFlow,50742.0,114775.0,82758.5,North Lindsey,CA
1814,"Black, Rodriguez and Hicks",Education,nlp engineer,"CUDA, Keras, Hugging Face, Reinforcement Learning",Senior,Internship,"Jerrychester, GE",92504-103546,2024-04-27,Mid,MLflow,92504.0,103546.0,98025.0,Jerrychester,GE
1815,Wilson PLC,Tech,nlp engineer,"Power BI, LangChain, AWS, Hugging Face, Flask",Senior,Full-time,"Allenfurt, RO",140645-172949,2023-12-20,Mid,"KDB+, LangChain, MLflow",140645.0,172949.0,156797.0,Allenfurt,RO
1816,"Hines, Castillo and Patterson",Tech,computer vision engineer,"CUDA, C++, Power BI, FastAPI",Senior,Full-time,"Andrewhaven, HR",67314-88216,2023-10-04,Mid,"FastAPI, KDB+",67314.0,88216.0,77765.0,Andrewhaven,HR
1817,Mitchell-Rivera,Education,data scientist,"Power BI, Reinforcement Learning, R, TensorFlow, GCP, Python",Mid,Internship,"Collinsside, UZ",116027-190410,2025-02-19,Startup,"MLflow, KDB+, PyTorch",116027.0,190410.0,153218.5,Collinsside,UZ
1818,"Williams, Mcdonald and Martin",Education,ml engineer,"TensorFlow, Hugging Face, LangChain",Mid,Internship,"Lake Melindabury, ER",55995-137734,2025-03-18,Large,"PyTorch, LangChain, TensorFlow",55995.0,137734.0,96864.5,Lake Melindabury,ER
1819,Lee PLC,Finance,ml engineer,"Scikit-learn, MLflow, FastAPI",Entry,Contract,"Cliffordview, IS",79142-150174,2025-09-01,Startup,"FastAPI, KDB+, Scikit-learn",79142.0,150174.0,114658.0,Cliffordview,IS
1820,Wright Inc,E-commerce,data analyst,"Power BI, CUDA, Pandas",Entry,Internship,"Port Carrie, ME",49729-93113,2024-01-27,Mid,"LangChain, BigQuery, TensorFlow",49729.0,93113.0,71421.0,Port Carrie,ME
1821,Townsend Inc,Education,ml engineer,"Reinforcement Learning, PyTorch, Scikit-learn",Mid,Remote,"Cooperstad, CO",133127-147369,2024-08-21,Large,"FastAPI, LangChain, MLflow",133127.0,147369.0,140248.0,Cooperstad,CO
1822,Valentine-Hodge,Healthcare,ai researcher,"AWS, Scikit-learn, Keras, PyTorch, LangChain",Entry,Contract,"Jasonborough, CG",64534-127901,2025-04-08,Large,"KDB+, FastAPI",64534.0,127901.0,96217.5,Jasonborough,CG
1823,Scott-Jackson,Healthcare,data analyst,"Scikit-learn, PyTorch, CUDA",Mid,Full-time,"East Tyler, KP",100195-144148,2023-12-25,Startup,"KDB+, TensorFlow, LangChain",100195.0,144148.0,122171.5,East Tyler,KP
1824,Austin Group,Finance,data analyst,"Flask, FastAPI, CUDA, AWS",Entry,Full-time,"Caseychester, SA",65884-114586,2023-09-22,Startup,LangChain,65884.0,114586.0,90235.0,Caseychester,SA
1825,Garza-Gilbert,Education,data scientist,"R, PyTorch, SQL, NumPy, CUDA",Mid,Contract,"Robertbury, HR",110008-207656,2023-11-24,Large,KDB+,110008.0,207656.0,158832.0,Robertbury,HR
1826,Nichols-Cook,Retail,ai product manager,"Pandas, Power BI, SQL, Reinforcement Learning, LangChain",Entry,Internship,"Stevenshire, UG",141080-176268,2024-09-10,Startup,"MLflow, LangChain, KDB+",141080.0,176268.0,158674.0,Stevenshire,UG
1827,Thompson-Powell,Healthcare,nlp engineer,"Azure, AWS, Keras, Flask, SQL",Mid,Full-time,"Katherinebury, PH",98451-116247,2024-08-27,Mid,MLflow,98451.0,116247.0,107349.0,Katherinebury,PH
1828,Sawyer-Cooper,E-commerce,ai product manager,"R, C++, Keras, Hugging Face",Entry,Remote,"Lake Daisyfurt, MC",92936-189944,2024-03-07,Startup,"Scikit-learn, FastAPI",92936.0,189944.0,141440.0,Lake Daisyfurt,MC
1829,"Ray, Torres and Cortez",Automotive,ai product manager,"CUDA, Azure, Power BI, LangChain",Senior,Internship,"Silvastad, LI",95352-123255,2025-08-19,Mid,PyTorch,95352.0,123255.0,109303.5,Silvastad,LI
1830,Stokes-Cameron,E-commerce,quant researcher,"GCP, CUDA, PyTorch, FastAPI, TensorFlow, Excel",Mid,Contract,"Perrymouth, BG",58077-99999,2025-04-01,Startup,KDB+,58077.0,99999.0,79038.0,Perrymouth,BG
1831,Hudson-Robertson,Finance,data analyst,"GCP, Pandas, R",Mid,Remote,"Port Kristin, LB",124312-151418,2024-07-21,Large,KDB+,124312.0,151418.0,137865.0,Port Kristin,LB
1832,Carter-Jimenez,Healthcare,nlp engineer,"Power BI, Pandas, Flask",Senior,Remote,"South Jenniferton, KG",93786-129779,2024-07-19,Large,"Scikit-learn, KDB+, FastAPI",93786.0,129779.0,111782.5,South Jenniferton,KG
1833,Freeman-Reyes,Tech,computer vision engineer,"TensorFlow, Hugging Face, Pandas, Flask, Reinforcement Learning, Keras",Mid,Internship,"Janetmouth, VE",110572-124509,2024-01-14,Large,FastAPI,110572.0,124509.0,117540.5,Janetmouth,VE
1834,"Hicks, Webb and Krueger",Finance,data analyst,"Power BI, NumPy, R, FastAPI, Keras",Entry,Full-time,"Jessicaborough, CA",51641-93894,2024-11-30,Large,"TensorFlow, LangChain",51641.0,93894.0,72767.5,Jessicaborough,CA
1835,"Cannon, Martin and Watson",Tech,nlp engineer,"AWS, Excel, Keras, Hugging Face, Azure, Reinforcement Learning",Senior,Full-time,"South Debra, AD",51700-88420,2024-03-08,Large,"BigQuery, PyTorch",51700.0,88420.0,70060.0,South Debra,AD
1836,Blevins PLC,Automotive,ml engineer,"Python, Hugging Face, Keras, LangChain",Entry,Internship,"Jeremyland, AU",116899-150888,2023-12-03,Startup,KDB+,116899.0,150888.0,133893.5,Jeremyland,AU
1837,"Butler, Brown and Thomas",Automotive,data analyst,"Excel, Hugging Face, GCP",Mid,Remote,"Evelynhaven, CN",81196-159549,2025-08-08,Large,"Scikit-learn, BigQuery, PyTorch",81196.0,159549.0,120372.5,Evelynhaven,CN
1838,Ellis Inc,Healthcare,quant researcher,"NumPy, Reinforcement Learning, Python, Hugging Face, PyTorch, GCP",Entry,Internship,"Susantown, GB",59030-80182,2024-06-08,Large,TensorFlow,59030.0,80182.0,69606.0,Susantown,GB
1839,Lindsey Ltd,Education,quant researcher,"NumPy, Python, MLflow, Flask, GCP",Entry,Contract,"New Shaun, BJ",64001-154291,2024-07-30,Mid,"FastAPI, PyTorch",64001.0,154291.0,109146.0,New Shaun,BJ
1840,Wu Ltd,Healthcare,quant researcher,"Excel, Keras, GCP, Scikit-learn, Hugging Face, Pandas",Mid,Full-time,"East Christinachester, BO",107796-134517,2024-03-24,Startup,"KDB+, LangChain, TensorFlow",107796.0,134517.0,121156.5,East Christinachester,BO
1841,Ruiz-Payne,Tech,data scientist,"PyTorch, Hugging Face, Excel",Entry,Remote,"East Christopherberg, BJ",71884-105313,2024-08-01,Large,MLflow,71884.0,105313.0,88598.5,East Christopherberg,BJ
1842,Stewart Group,Tech,data scientist,"Reinforcement Learning, LangChain, Pandas, TensorFlow, MLflow, FastAPI",Senior,Full-time,"Jefferymouth, KW",147074-174771,2025-01-05,Large,"LangChain, Scikit-learn",147074.0,174771.0,160922.5,Jefferymouth,KW
1843,"Adams, Finley and Perez",Tech,ai product manager,"CUDA, SQL, Azure, Excel, Pandas",Mid,Full-time,"Downsland, TW",92572-114371,2025-08-13,Large,"LangChain, FastAPI, Scikit-learn",92572.0,114371.0,103471.5,Downsland,TW
1844,Ponce-Brewer,Education,ai product manager,"R, Azure, TensorFlow",Mid,Remote,"Daymouth, MK",102870-113156,2025-03-23,Mid,BigQuery,102870.0,113156.0,108013.0,Daymouth,MK
1845,Strickland-Gray,Tech,nlp engineer,"AWS, R, Pandas, Power BI, SQL, Scikit-learn",Mid,Internship,"Taylorport, VU",120347-143612,2024-04-17,Mid,"KDB+, LangChain",120347.0,143612.0,131979.5,Taylorport,VU
1846,Mckee PLC,E-commerce,data scientist,"Hugging Face, R, TensorFlow, MLflow, NumPy",Senior,Internship,"Danielletown, MH",75231-145702,2023-12-27,Startup,"BigQuery, TensorFlow, LangChain",75231.0,145702.0,110466.5,Danielletown,MH
1847,Keith Inc,Healthcare,data scientist,"Power BI, Scikit-learn, Excel",Senior,Internship,"Lake Robert, TN",58470-121970,2025-02-23,Large,"BigQuery, TensorFlow",58470.0,121970.0,90220.0,Lake Robert,TN
1848,Willis-Olson,Automotive,nlp engineer,"Hugging Face, Azure, Keras",Entry,Full-time,"North Aaronberg, ME",106459-135097,2025-08-28,Mid,"MLflow, PyTorch",106459.0,135097.0,120778.0,North Aaronberg,ME
1849,"Roberts, Gill and Williams",Tech,ml engineer,"LangChain, PyTorch, Power BI, Pandas, Scikit-learn, R",Mid,Remote,"Lake Scottbury, LB",122945-203527,2025-05-31,Large,"LangChain, TensorFlow, PyTorch",122945.0,203527.0,163236.0,Lake Scottbury,LB
1850,Johnson LLC,Education,data analyst,"Hugging Face, Excel, Pandas, Keras, Reinforcement Learning, AWS",Mid,Internship,"New Richard, HT",124091-191684,2024-03-09,Startup,"KDB+, FastAPI",124091.0,191684.0,157887.5,New Richard,HT
1851,"Houston, Ponce and Pennington",Automotive,computer vision engineer,"PyTorch, Excel, Pandas, MLflow, Hugging Face",Senior,Full-time,"Lake Jamesside, DM",137315-197039,2024-03-19,Startup,"LangChain, BigQuery, MLflow",137315.0,197039.0,167177.0,Lake Jamesside,DM
1852,"Smith, Willis and Johnson",Healthcare,ai researcher,"LangChain, SQL, Pandas, R, Reinforcement Learning, Python",Entry,Remote,"Cathyport, PH",106512-143521,2025-01-23,Large,"TensorFlow, KDB+",106512.0,143521.0,125016.5,Cathyport,PH
1853,Greene and Sons,Retail,nlp engineer,"Reinforcement Learning, TensorFlow, NumPy",Mid,Contract,"Pearsonberg, KG",98138-173798,2025-06-12,Mid,TensorFlow,98138.0,173798.0,135968.0,Pearsonberg,KG
1854,Lloyd PLC,Finance,computer vision engineer,"Flask, LangChain, PyTorch, MLflow, SQL",Entry,Internship,"New Ericafurt, LU",135742-157917,2024-11-24,Large,"LangChain, Scikit-learn, BigQuery",135742.0,157917.0,146829.5,New Ericafurt,LU
1855,Abbott-Gray,E-commerce,ml engineer,"FastAPI, NumPy, C++",Senior,Internship,"Howardview, MA",83533-101505,2024-07-23,Mid,BigQuery,83533.0,101505.0,92519.0,Howardview,MA
1856,Ramos and Sons,Healthcare,computer vision engineer,"Reinforcement Learning, LangChain, CUDA, Hugging Face",Entry,Remote,"Rileyborough, HU",121547-203993,2023-10-23,Mid,"LangChain, MLflow",121547.0,203993.0,162770.0,Rileyborough,HU
1857,Hicks Inc,Retail,data analyst,"TensorFlow, Python, SQL",Entry,Contract,"North Haileyville, UA",120806-164790,2025-08-05,Large,KDB+,120806.0,164790.0,142798.0,North Haileyville,UA
1858,Adams-Bright,Tech,computer vision engineer,"AWS, Keras, GCP, SQL",Mid,Internship,"Laneberg, JM",98170-187910,2024-07-11,Startup,LangChain,98170.0,187910.0,143040.0,Laneberg,JM
1859,Martin-Gregory,Education,data analyst,"Python, SQL, PyTorch",Senior,Internship,"Dawnmouth, MM",69719-121288,2024-10-23,Startup,"Scikit-learn, MLflow",69719.0,121288.0,95503.5,Dawnmouth,MM
1860,Wood LLC,Education,quant researcher,"Hugging Face, Flask, Scikit-learn, GCP",Mid,Internship,"North Brooke, US",149745-219560,2023-09-21,Large,"MLflow, FastAPI",149745.0,219560.0,184652.5,North Brooke,US
1861,Schultz-Sanders,Healthcare,ai product manager,"FastAPI, TensorFlow, Python, GCP",Entry,Internship,"South Elizabeth, BI",121766-167056,2024-06-07,Mid,"FastAPI, BigQuery, PyTorch",121766.0,167056.0,144411.0,South Elizabeth,BI
1862,Ray LLC,Automotive,quant researcher,"Hugging Face, C++, NumPy, R",Senior,Remote,"West Charles, ZM",134147-151699,2025-09-17,Mid,"PyTorch, BigQuery",134147.0,151699.0,142923.0,West Charles,ZM
1863,"Lee, Rodgers and Hunter",Finance,ai researcher,"LangChain, Python, Excel, AWS, Power BI, Hugging Face",Mid,Remote,"West Whitney, BH",120540-186828,2023-12-05,Mid,"KDB+, MLflow",120540.0,186828.0,153684.0,West Whitney,BH
1864,Jones and Sons,Finance,ai researcher,"Power BI, Excel, Azure, Keras, C++",Entry,Contract,"New Matthew, UG",109782-188846,2023-10-31,Large,"TensorFlow, LangChain",109782.0,188846.0,149314.0,New Matthew,UG
1865,Morse-Hodges,Finance,nlp engineer,"Python, MLflow, PyTorch, C++, GCP, Hugging Face",Senior,Full-time,"Beckerstad, IN",122408-206048,2025-08-26,Mid,"MLflow, TensorFlow, PyTorch",122408.0,206048.0,164228.0,Beckerstad,IN
1866,"West, Williams and Stewart",Healthcare,quant researcher,"Scikit-learn, AWS, Python, CUDA",Mid,Internship,"Macdonaldfort, JM",58854-124327,2025-07-04,Large,"KDB+, FastAPI",58854.0,124327.0,91590.5,Macdonaldfort,JM
1867,Lopez LLC,Automotive,quant researcher,"Flask, LangChain, AWS, Reinforcement Learning",Entry,Internship,"South Ralphfort, MH",88941-139505,2024-11-09,Startup,"Scikit-learn, BigQuery, PyTorch",88941.0,139505.0,114223.0,South Ralphfort,MH
1868,Nunez Inc,Retail,data analyst,"Azure, Pandas, Excel, Reinforcement Learning, LangChain",Entry,Internship,"New Brianborough, AF",72495-145673,2024-11-20,Mid,MLflow,72495.0,145673.0,109084.0,New Brianborough,AF
1869,"Lewis, Pollard and Rogers",Retail,computer vision engineer,"GCP, C++, Azure, TensorFlow, CUDA, R",Senior,Internship,"Pearsonmouth, RW",82814-179347,2025-05-26,Startup,"PyTorch, KDB+",82814.0,179347.0,131080.5,Pearsonmouth,RW
1870,"Moody, Oconnor and Brewer",Finance,ml engineer,"CUDA, Azure, FastAPI, Flask",Mid,Internship,"Thompsonborough, AF",116933-134438,2024-09-16,Mid,"Scikit-learn, BigQuery",116933.0,134438.0,125685.5,Thompsonborough,AF
1871,Rodriguez-Moore,Finance,ai product manager,"Pandas, Python, PyTorch, R, Flask",Senior,Internship,"Parkerchester, TN",98712-188424,2024-07-17,Startup,"TensorFlow, PyTorch",98712.0,188424.0,143568.0,Parkerchester,TN
1872,Baker-Williams,E-commerce,data analyst,"Python, Power BI, Hugging Face, AWS",Mid,Internship,"Bakerland, NG",60237-131972,2024-06-08,Mid,"LangChain, BigQuery",60237.0,131972.0,96104.5,Bakerland,NG
1873,"Summers, Carter and James",Automotive,data scientist,"AWS, SQL, CUDA, GCP, TensorFlow, C++",Mid,Contract,"Swansonburgh, MV",107898-200535,2024-04-10,Large,KDB+,107898.0,200535.0,154216.5,Swansonburgh,MV
1874,"Hughes, Neal and Davis",Automotive,computer vision engineer,"Reinforcement Learning, R, Azure, CUDA, TensorFlow",Entry,Remote,"Davidbury, CM",139581-152762,2025-09-03,Startup,"Scikit-learn, KDB+, FastAPI",139581.0,152762.0,146171.5,Davidbury,CM
1875,Robinson Inc,Healthcare,ai product manager,"C++, Keras, Flask, Pandas, PyTorch, Excel",Senior,Contract,"Wuland, BO",75241-170085,2025-02-04,Large,TensorFlow,75241.0,170085.0,122663.0,Wuland,BO
1876,Marsh Inc,Education,quant researcher,"Keras, Reinforcement Learning, Scikit-learn",Mid,Contract,"Lake Patrickville, SK",137255-202108,2024-09-08,Startup,"MLflow, BigQuery",137255.0,202108.0,169681.5,Lake Patrickville,SK
1877,Kim-Thornton,Finance,data scientist,"Reinforcement Learning, Excel, C++, CUDA, Keras",Mid,Full-time,"South Peggyton, PW",85959-155778,2025-04-16,Mid,"LangChain, MLflow",85959.0,155778.0,120868.5,South Peggyton,PW
1878,"Miller, Wilson and Barker",Retail,quant researcher,"Scikit-learn, Azure, Hugging Face",Mid,Remote,"Helenport, OM",127608-200088,2024-08-20,Large,Scikit-learn,127608.0,200088.0,163848.0,Helenport,OM
1879,"Stewart, Rodriguez and Jenkins",Education,computer vision engineer,"TensorFlow, NumPy, CUDA, Power BI",Senior,Full-time,"Port Mitchell, US",108442-183191,2023-12-13,Large,"TensorFlow, Scikit-learn, MLflow",108442.0,183191.0,145816.5,Port Mitchell,US
1880,Kelly-Cline,Education,data scientist,"PyTorch, Power BI, Scikit-learn, Flask, NumPy, Keras",Mid,Contract,"Port Caroline, NI",130051-206373,2024-04-11,Large,"FastAPI, MLflow",130051.0,206373.0,168212.0,Port Caroline,NI
1881,Beltran Inc,Tech,data analyst,"Azure, SQL, NumPy",Mid,Internship,"Lake Joshua, CU",97481-117918,2025-08-10,Large,"Scikit-learn, BigQuery",97481.0,117918.0,107699.5,Lake Joshua,CU
1882,"Kennedy, Lopez and Bell",Retail,ml engineer,"Python, LangChain, SQL, AWS, GCP, Power BI",Entry,Contract,"New Michael, TW",94087-155660,2023-12-29,Mid,TensorFlow,94087.0,155660.0,124873.5,New Michael,TW
1883,Watson-Mitchell,Tech,ml engineer,"SQL, MLflow, PyTorch, Power BI",Entry,Full-time,"Mariaton, SZ",70792-91387,2025-01-02,Mid,LangChain,70792.0,91387.0,81089.5,Mariaton,SZ
1884,"Wolfe, Stephenson and Sanchez",Tech,nlp engineer,"Reinforcement Learning, NumPy, Python, Pandas",Mid,Full-time,"Wallacetown, MG",68291-154121,2023-12-23,Startup,"FastAPI, BigQuery, PyTorch",68291.0,154121.0,111206.0,Wallacetown,MG
1885,Gaines-Nelson,Automotive,data analyst,"PyTorch, Power BI, Keras",Entry,Internship,"West Ryanport, MZ",137372-221784,2024-03-09,Large,"MLflow, PyTorch, TensorFlow",137372.0,221784.0,179578.0,West Ryanport,MZ
1886,"Calhoun, Thomas and Brandt",Automotive,ai researcher,"Reinforcement Learning, AWS, FastAPI, C++, Azure, LangChain",Entry,Remote,"Shepherdport, CY",83107-169161,2025-01-16,Large,"TensorFlow, FastAPI",83107.0,169161.0,126134.0,Shepherdport,CY
1887,"Hernandez, Griffith and Simmons",Retail,ai researcher,"FastAPI, Power BI, CUDA",Mid,Internship,"West Mark, ET",88435-184953,2025-07-22,Large,BigQuery,88435.0,184953.0,136694.0,West Mark,ET
1888,Davies-Payne,Tech,ai product manager,"FastAPI, CUDA, C++, PyTorch",Senior,Full-time,"Kristyton, GW",136510-188862,2023-10-02,Large,"FastAPI, MLflow, TensorFlow",136510.0,188862.0,162686.0,Kristyton,GW
1889,Hicks Group,Automotive,data analyst,"Pandas, TensorFlow, AWS",Senior,Remote,"Hollyberg, BB",143200-155406,2025-06-12,Large,"BigQuery, TensorFlow, PyTorch",143200.0,155406.0,149303.0,Hollyberg,BB
1890,Myers Ltd,Retail,computer vision engineer,"AWS, Excel, TensorFlow, Scikit-learn, Hugging Face",Entry,Contract,"Amandahaven, MX",82823-182473,2024-08-13,Mid,"LangChain, PyTorch, MLflow",82823.0,182473.0,132648.0,Amandahaven,MX
1891,Ramirez and Sons,Automotive,nlp engineer,"NumPy, PyTorch, AWS, Hugging Face",Senior,Remote,"Brendashire, LR",109348-119746,2025-04-28,Mid,PyTorch,109348.0,119746.0,114547.0,Brendashire,LR
1892,Adams-Lee,Retail,ml engineer,"Keras, R, Reinforcement Learning, PyTorch",Entry,Internship,"New Marthaview, PH",65370-116822,2025-09-13,Large,"BigQuery, Scikit-learn",65370.0,116822.0,91096.0,New Marthaview,PH
1893,Rosario PLC,Retail,data analyst,"PyTorch, C++, R, Keras, Reinforcement Learning, Hugging Face",Senior,Remote,"East John, TV",131317-223043,2025-01-05,Large,LangChain,131317.0,223043.0,177180.0,East John,TV
1894,Mack and Sons,Automotive,quant researcher,"GCP, FastAPI, Keras, R, CUDA, Hugging Face",Senior,Full-time,"Rhodestown, LI",87751-118275,2023-10-16,Mid,KDB+,87751.0,118275.0,103013.0,Rhodestown,LI
1895,"Ramos, Hines and Faulkner",Finance,data scientist,"MLflow, Reinforcement Learning, LangChain, CUDA, Python",Entry,Remote,"Martinbury, PW",119481-186317,2024-07-24,Startup,"PyTorch, TensorFlow",119481.0,186317.0,152899.0,Martinbury,PW
1896,Smith-Hall,E-commerce,ai researcher,"Pandas, Excel, R, AWS",Senior,Remote,"Debbieburgh, FI",94861-166400,2024-10-12,Startup,"PyTorch, FastAPI",94861.0,166400.0,130630.5,Debbieburgh,FI
1897,"Santos, Lowe and Lindsey",Finance,ml engineer,"Flask, Azure, SQL, Hugging Face, Keras, C++",Senior,Remote,"Humphreyfort, PT",114821-195654,2024-04-09,Large,PyTorch,114821.0,195654.0,155237.5,Humphreyfort,PT
1898,Wilkins-King,E-commerce,quant researcher,"TensorFlow, C++, Excel, FastAPI, Pandas",Entry,Internship,"Lake Mark, CH",137105-162867,2024-10-23,Mid,PyTorch,137105.0,162867.0,149986.0,Lake Mark,CH
1899,Parker-Harris,Healthcare,computer vision engineer,"CUDA, Pandas, Scikit-learn, LangChain, Azure, FastAPI",Mid,Internship,"Morrisburgh, MH",73444-83704,2024-10-04,Startup,"MLflow, KDB+, PyTorch",73444.0,83704.0,78574.0,Morrisburgh,MH
1900,Mitchell-Ayers,Retail,ml engineer,"CUDA, SQL, Python, Reinforcement Learning",Mid,Full-time,"Andersonberg, GA",76464-92375,2024-12-19,Mid,"PyTorch, MLflow",76464.0,92375.0,84419.5,Andersonberg,GA
